vhod1-3,vhod1-2,vhod1-1,vhod2-3,vhod2-2,vhod2-1,izhod-3,izhod-2,izhod-1,izhod
0.4818511339,0.4840360719,0.4862178284,-0.2010782415,-0.1951499973,-0.1882373509,-2075.059588,-2074.69912,-2074.316498,-2073.908775
0.4840360719,0.4862178284,0.4883963883,-0.1951499973,-0.1882373509,-0.1804211376,-2074.69912,-2074.316498,-2073.908775,-2073.473245
0.4862178284,0.4883963883,0.4905717363,-0.1882373509,-0.1804211376,-0.1717863342,-2074.316498,-2073.908775,-2073.473245,-2073.007461
0.4883963883,0.4905717363,0.4927438571,-0.1804211376,-0.1717863342,-0.1624216005,-2073.908775,-2073.473245,-2073.007461,-2072.509238
0.4905717363,0.4927438571,0.4949127358,-0.1717863342,-0.1624216005,-0.1524188042,-2073.473245,-2073.007461,-2072.509238,-2071.976669
0.4927438571,0.4949127358,0.4970783571,-0.1624216005,-0.1524188042,-0.1418725308,-2073.007461,-2072.509238,-2071.976669,-2071.40813
0.4949127358,0.4970783571,0.4992407059,-0.1524188042,-0.1418725308,-0.1308795816,-2072.509238,-2071.976669,-2071.40813,-2070.802287
0.4970783571,0.4992407059,0.5013997672,-0.1418725308,-0.1308795816,-0.1195384607,-2071.976669,-2071.40813,-2070.802287,-2070.158103
0.4992407059,0.5013997672,0.5035555259,-0.1308795816,-0.1195384607,-0.1079488556,-2071.40813,-2070.802287,-2070.158103,-2069.474838
0.5013997672,0.5035555259,0.505707967,-0.1195384607,-0.1079488556,-0.09621111158,-2070.802287,-2070.158103,-2069.474838,-2068.752056
0.5035555259,0.505707967,0.5078570755,-0.1079488556,-0.09621111158,-0.08442570369,-2070.158103,-2069.474838,-2068.752056,-2067.989619
0.505707967,0.5078570755,0.5100028363,-0.09621111158,-0.08442570369,-0.07269270811,-2069.474838,-2068.752056,-2067.989619,-2067.187691
0.5078570755,0.5100028363,0.5121452346,-0.08442570369,-0.07269270811,-0.06111127586,-2068.752056,-2067.989619,-2067.187691,-2066.346735
0.5100028363,0.5121452346,0.5142842555,-0.07269270811,-0.06111127586,-0.04977911088,-2067.989619,-2067.187691,-2066.346735,-2065.467503
0.5121452346,0.5142842555,0.5164198839,-0.06111127586,-0.04977911088,-0.03879195519,-2067.187691,-2066.346735,-2065.467503,-2064.55104
0.5142842555,0.5164198839,0.5185521051,-0.04977911088,-0.03879195519,-0.0282430834,-2066.346735,-2065.467503,-2064.55104,-2063.598665
0.5164198839,0.5185521051,0.5206809041,-0.03879195519,-0.0282430834,-0.01822280903,-2065.467503,-2064.55104,-2063.598665,-2062.611971
0.5185521051,0.5206809041,0.5228062662,-0.0282430834,-0.01822280903,-0.0088180049,-2064.55104,-2063.598665,-2062.611971,-2061.592813
0.5206809041,0.5228062662,0.5249281766,-0.01822280903,-0.0088180049,-0.0001116399132,-2063.598665,-2062.611971,-2061.592813,-2060.543291
0.5228062662,0.5249281766,0.5270466204,-0.0088180049,-0.0001116399132,0.007817665591,-2062.611971,-2061.592813,-2060.543291,-2059.465745
0.5249281766,0.5270466204,0.529161583,-0.0001116399132,0.007817665591,0.01489606381,-2061.592813,-2060.543291,-2059.465745,-2058.362734
0.5270466204,0.529161583,0.5312730496,0.007817665591,0.01489606381,0.02105488073,-2060.543291,-2059.465745,-2058.362734,-2057.237023
0.529161583,0.5312730496,0.5333810056,0.01489606381,0.02105488073,0.02623099274,-2059.465745,-2058.362734,-2057.237023,-2056.091568
0.5312730496,0.5333810056,0.5354854362,0.02105488073,0.02623099274,0.03036717676,-2058.362734,-2057.237023,-2056.091568,-2054.929496
0.5333810056,0.5354854362,0.5375863267,0.02623099274,0.03036717676,0.0334124322,-2057.237023,-2056.091568,-2054.929496,-2053.754086
0.5354854362,0.5375863267,0.5396836627,0.03036717676,0.0334124322,0.03532227319,-2056.091568,-2054.929496,-2053.754086,-2052.568751
0.5375863267,0.5396836627,0.5417774295,0.0334124322,0.03532227319,0.03605898956,-2054.929496,-2053.754086,-2052.568751,-2051.37702
0.5396836627,0.5417774295,0.5438676126,0.03532227319,0.03605898956,0.03559187528,-2053.754086,-2052.568751,-2051.37702,-2050.182509
0.5417774295,0.5438676126,0.5459541973,0.03605898956,0.03559187528,0.0338974233,-2052.568751,-2051.37702,-2050.182509,-2048.988908
0.5438676126,0.5459541973,0.5480371693,0.03559187528,0.0338974233,0.03095948556,-2051.37702,-2050.182509,-2048.988908,-2047.799955
0.5459541973,0.5480371693,0.550116514,0.0338974233,0.03095948556,0.02676939751,-2050.182509,-2048.988908,-2047.799955,-2046.619414
0.5480371693,0.550116514,0.552192217,0.03095948556,0.02676939751,0.02132606634,-2048.988908,-2047.799955,-2046.619414,-2045.451051
0.550116514,0.552192217,0.5542642638,0.02676939751,0.02132606634,0.0146360223,-2047.799955,-2046.619414,-2045.451051,-2044.298615
0.552192217,0.5542642638,0.5563326401,0.02132606634,0.0146360223,0.006713433018,-2046.619414,-2045.451051,-2044.298615,-2043.165809
0.5542642638,0.5563326401,0.5583973314,0.0146360223,0.006713433018,-0.002419919797,-2045.451051,-2044.298615,-2043.165809,-2042.056274
0.5563326401,0.5583973314,0.5604583235,0.006713433018,-0.002419919797,-0.01273470091,-2044.298615,-2043.165809,-2042.056274,-2040.973562
0.5583973314,0.5604583235,0.5625156021,-0.002419919797,-0.01273470091,-0.02419411952,-2043.165809,-2042.056274,-2040.973562,-2039.921113
0.5604583235,0.5625156021,0.5645691527,-0.01273470091,-0.02419411952,-0.03675406413,-2042.056274,-2040.973562,-2039.921113,-2038.902237
0.5625156021,0.5645691527,0.5666189613,-0.02419411952,-0.03675406413,-0.05036327399,-2040.973562,-2039.921113,-2038.902237,-2037.920089
0.5645691527,0.5666189613,0.5686650135,-0.03675406413,-0.05036327399,-0.0649635464,-2039.921113,-2038.902237,-2037.920089,-2036.977649
0.5666189613,0.5686650135,0.5707072952,-0.05036327399,-0.0649635464,-0.08048997898,-2038.902237,-2037.920089,-2036.977649,-2036.077705
0.5686650135,0.5707072952,0.5727457922,-0.0649635464,-0.08048997898,-0.09687124616,-2037.920089,-2036.977649,-2036.077705,-2035.222827
0.5707072952,0.5727457922,0.5747804903,-0.08048997898,-0.09687124616,-0.1140299085,-2036.977649,-2036.077705,-2035.222827,-2034.415356
0.5727457922,0.5747804903,0.5768113755,-0.09687124616,-0.1140299085,-0.1318827537,-2036.077705,-2035.222827,-2034.415356,-2033.657381
0.5747804903,0.5768113755,0.5788384335,-0.1140299085,-0.1318827537,-0.1503411678,-2035.222827,-2034.415356,-2033.657381,-2032.950728
0.5768113755,0.5788384335,0.5808616505,-0.1318827537,-0.1503411678,-0.1693115352,-2034.415356,-2033.657381,-2032.950728,-2032.296939
0.5788384335,0.5808616505,0.5828810124,-0.1503411678,-0.1693115352,-0.1886956652,-2033.657381,-2032.950728,-2032.296939,-2031.697264
0.5808616505,0.5828810124,0.5848965051,-0.1693115352,-0.1886956652,-0.2083912438,-2032.950728,-2032.296939,-2031.697264,-2031.152645
0.5828810124,0.5848965051,0.5869081147,-0.1886956652,-0.2083912438,-0.2282923091,-2032.296939,-2031.697264,-2031.152645,-2030.663705
0.5848965051,0.5869081147,0.5889158273,-0.2083912438,-0.2282923091,-0.2482897464,-2031.697264,-2031.152645,-2030.663705,-2030.230743
0.5869081147,0.5889158273,0.5909196289,-0.2282923091,-0.2482897464,-0.2682718037,-2031.152645,-2030.663705,-2030.230743,-2029.853719
0.5889158273,0.5909196289,0.5929195056,-0.2482897464,-0.2682718037,-0.2881246224,-2030.663705,-2030.230743,-2029.853719,-2029.532254
0.5909196289,0.5929195056,0.5949154437,-0.2682718037,-0.2881246224,-0.307732783,-2030.230743,-2029.853719,-2029.532254,-2029.265622
0.5929195056,0.5949154437,0.5969074293,-0.2881246224,-0.307732783,-0.3269798618,-2029.853719,-2029.532254,-2029.265622,-2029.052746
0.5949154437,0.5969074293,0.5988954486,-0.307732783,-0.3269798618,-0.3457489976,-2029.532254,-2029.265622,-2029.052746,-2028.892202
0.5969074293,0.5988954486,0.6008794878,-0.3269798618,-0.3457489976,-0.3639234642,-2029.265622,-2029.052746,-2028.892202,-2028.782214
0.5988954486,0.6008794878,0.6028595333,-0.3457489976,-0.3639234642,-0.3813872473,-2029.052746,-2028.892202,-2028.782214,-2028.720656
0.6008794878,0.6028595333,0.6048355712,-0.3639234642,-0.3813872473,-0.3980256229,-2028.892202,-2028.782214,-2028.720656,-2028.705062
0.6028595333,0.6048355712,0.606807588,-0.3813872473,-0.3980256229,-0.413725734,-2028.782214,-2028.720656,-2028.705062,-2028.732624
0.6048355712,0.606807588,0.60877557,-0.3980256229,-0.413725734,-0.4283771637,-2028.720656,-2028.705062,-2028.732624,-2028.800205
0.606807588,0.60877557,0.6107395036,-0.413725734,-0.4283771637,-0.4418725013,-2028.705062,-2028.732624,-2028.800205,-2028.904343
0.60877557,0.6107395036,0.6126993753,-0.4283771637,-0.4418725013,-0.4541078993,-2028.732624,-2028.800205,-2028.904343,-2029.041268
0.6107395036,0.6126993753,0.6146551714,-0.4418725013,-0.4541078993,-0.4649836189,-2028.800205,-2028.904343,-2029.041268,-2029.206908
0.6126993753,0.6146551714,0.6166068784,-0.4541078993,-0.4649836189,-0.4744045602,-2028.904343,-2029.041268,-2029.206908,-2029.396908
0.6146551714,0.6166068784,0.6185544829,-0.4649836189,-0.4744045602,-0.4822807759,-2029.041268,-2029.206908,-2029.396908,-2029.606642
0.6166068784,0.6185544829,0.6204979715,-0.4744045602,-0.4822807759,-0.4885279655,-2029.206908,-2029.396908,-2029.606642,-2029.83123
0.6185544829,0.6204979715,0.6224373306,-0.4822807759,-0.4885279655,-0.4930679477,-2029.396908,-2029.606642,-2029.83123,-2030.065559
0.6204979715,0.6224373306,0.6243725469,-0.4885279655,-0.4930679477,-0.4958291083,-2029.606642,-2029.83123,-2030.065559,-2030.304301
0.6224373306,0.6243725469,0.6263036071,-0.4930679477,-0.4958291083,-0.4967468222,-2029.83123,-2030.065559,-2030.304301,-2030.541934
0.6243725469,0.6263036071,0.6282304978,-0.4958291083,-0.4967468222,-0.4957638464,-2030.065559,-2030.304301,-2030.541934,-2030.772765
0.6263036071,0.6282304978,0.6301532057,-0.4967468222,-0.4957638464,-0.4928306831,-2030.304301,-2030.541934,-2030.772765,-2030.990951
0.6282304978,0.6301532057,0.6320717176,-0.4957638464,-0.4928306831,-0.4879059101,-2030.541934,-2030.772765,-2030.990951,-2031.190525
0.6301532057,0.6320717176,0.6339860202,-0.4928306831,-0.4879059101,-0.4809564774,-2030.772765,-2030.990951,-2031.190525,-2031.365422
0.6320717176,0.6339860202,0.6358961003,-0.4879059101,-0.4809564774,-0.4719579681,-2030.990951,-2031.190525,-2031.365422,-2031.509504
0.6339860202,0.6358961003,0.6378019447,-0.4809564774,-0.4719579681,-0.4608948223,-2031.190525,-2031.365422,-2031.509504,-2031.616585
0.6358961003,0.6378019447,0.6397035404,-0.4719579681,-0.4608948223,-0.4477605226,-2031.365422,-2031.509504,-2031.616585,-2031.680459
0.6378019447,0.6397035404,0.6416008742,-0.4608948223,-0.4477605226,-0.4325577406,-2031.509504,-2031.616585,-2031.680459,-2031.694931
0.6397035404,0.6416008742,0.643493933,-0.4477605226,-0.4325577406,-0.4152984425,-2031.616585,-2031.680459,-2031.694931,-2031.653838
0.6416008742,0.643493933,0.6453827038,-0.4325577406,-0.4152984425,-0.3960039542,-2031.680459,-2031.694931,-2031.653838,-2031.551084
0.643493933,0.6453827038,0.6472671736,-0.4152984425,-0.3960039542,-0.3747049842,-2031.694931,-2031.653838,-2031.551084,-2031.380665
0.6453827038,0.6472671736,0.6491473294,-0.3960039542,-0.3747049842,-0.3514416049,-2031.653838,-2031.551084,-2031.380665,-2031.136695
0.6472671736,0.6491473294,0.6510231583,-0.3747049842,-0.3514416049,-0.3262631915,-2031.551084,-2031.380665,-2031.136695,-2030.813438
0.6491473294,0.6510231583,0.6528946474,-0.3514416049,-0.3262631915,-0.2992283183,-2031.380665,-2031.136695,-2030.813438,-2030.405334
0.6510231583,0.6528946474,0.6547617837,-0.3262631915,-0.2992283183,-0.2704046138,-2031.136695,-2030.813438,-2030.405334,-2029.907024
0.6528946474,0.6547617837,0.6566245545,-0.2992283183,-0.2704046138,-0.2398685728,-2030.813438,-2030.405334,-2029.907024,-2029.313381
0.6547617837,0.6566245545,0.6584829469,-0.2704046138,-0.2398685728,-0.2077053284,-2030.405334,-2029.907024,-2029.313381,-2028.619531
0.6566245545,0.6584829469,0.6603369482,-0.2398685728,-0.2077053284,-0.1740083827,-2029.907024,-2029.313381,-2028.619531,-2027.820882
0.6584829469,0.6603369482,0.6621865456,-0.2077053284,-0.1740083827,-0.138879299,-2029.313381,-2028.619531,-2027.820882,-2026.913147
0.6603369482,0.6621865456,0.6640317264,-0.1740083827,-0.138879299,-0.1024273541,-2028.619531,-2027.820882,-2026.913147,-2025.892366
0.6621865456,0.6640317264,0.665872478,-0.138879299,-0.1024273541,-0.06476915483,-2027.820882,-2026.913147,-2025.892366,-2024.754928
0.6640317264,0.665872478,0.6677087876,-0.1024273541,-0.06476915483,-0.02602821794,-2026.913147,-2025.892366,-2024.754928,-2023.497595
0.665872478,0.6677087876,0.6695406427,-0.06476915483,-0.02602821794,0.01366548371,-2025.892366,-2024.754928,-2023.497595,-2022.117518
0.6677087876,0.6695406427,0.6713680307,-0.02602821794,0.01366548371,0.05417600742,-2024.754928,-2023.497595,-2022.117518,-2020.612254
0.6695406427,0.6713680307,0.6731909391,0.01366548371,0.05417600742,0.09536195729,-2023.497595,-2022.117518,-2020.612254,-2018.979786
0.6713680307,0.6731909391,0.6750093554,0.05417600742,0.09536195729,0.1370770292,-2022.117518,-2020.612254,-2018.979786,-2017.218536
0.6731909391,0.6750093554,0.676823267,0.09536195729,0.1370770292,0.1791705821,-2020.612254,-2018.979786,-2017.218536,-2015.327378
0.6750093554,0.676823267,0.6786326616,0.1370770292,0.1791705821,0.2214882326,-2018.979786,-2017.218536,-2015.327378,-2013.305648
0.676823267,0.6786326616,0.6804375268,0.1791705821,0.2214882326,0.2638724714,-2017.218536,-2015.327378,-2013.305648,-2011.153155
0.6786326616,0.6804375268,0.6822378501,0.2214882326,0.2638724714,0.3061632983,-2015.327378,-2013.305648,-2011.153155,-2008.87019
0.6804375268,0.6822378501,0.6840336192,0.2638724714,0.3061632983,0.3481988732,-2013.305648,-2011.153155,-2008.87019,-2006.457526
0.6822378501,0.6840336192,0.685824822,0.3061632983,0.3481988732,0.3898161809,-2011.153155,-2008.87019,-2006.457526,-2003.916428
0.6840336192,0.685824822,0.6876114459,0.3481988732,0.3898161809,0.4308517054,-2008.87019,-2006.457526,-2003.916428,-2001.24865
0.685824822,0.6876114459,0.689393479,0.3898161809,0.4308517054,0.4711421132,-2006.457526,-2003.916428,-2001.24865,-1998.456436
0.6876114459,0.689393479,0.6911709088,0.4308517054,0.4711421132,0.5105249406,-2003.916428,-2001.24865,-1998.456436,-1995.54252
0.689393479,0.6911709088,0.6929437234,0.4711421132,0.5105249406,0.5488392825,-2001.24865,-1998.456436,-1995.54252,-1992.510114
0.6911709088,0.6929437234,0.6947119105,0.5105249406,0.5488392825,0.5859264805,-1998.456436,-1995.54252,-1992.510114,-1989.362911
0.6929437234,0.6947119105,0.6964754582,0.5488392825,0.5859264805,0.6216308067,-1995.54252,-1992.510114,-1989.362911,-1986.105068
0.6947119105,0.6964754582,0.6982343542,0.5859264805,0.6216308067,0.6558001398,-1992.510114,-1989.362911,-1986.105068,-1982.741199
0.6964754582,0.6982343542,0.6999885866,0.6216308067,0.6558001398,0.6882866317,-1989.362911,-1986.105068,-1982.741199,-1979.276362
0.6982343542,0.6999885866,0.7017381435,0.6558001398,0.6882866317,0.7189473603,-1986.105068,-1982.741199,-1979.276362,-1975.716043
0.6999885866,0.7017381435,0.7034830128,0.6882866317,0.7189473603,0.7476449663,-1982.741199,-1979.276362,-1975.716043,-1972.066142
0.7017381435,0.7034830128,0.7052231827,0.7189473603,0.7476449663,0.7742482716,-1979.276362,-1975.716043,-1972.066142,-1968.332951
0.7034830128,0.7052231827,0.7069586412,0.7476449663,0.7742482716,0.7986328753,-1975.716043,-1972.066142,-1968.332951,-1964.523135
0.7052231827,0.7069586412,0.7086893766,0.7742482716,0.7986328753,0.8206817255,-1972.066142,-1968.332951,-1964.523135,-1960.643711
0.7069586412,0.7086893766,0.710415377,0.7986328753,0.8206817255,0.8402856645,-1968.332951,-1964.523135,-1960.643711,-1956.702023
0.7086893766,0.710415377,0.7121366307,0.8206817255,0.8402856645,0.8573439434,-1964.523135,-1960.643711,-1956.702023,-1952.705718
0.710415377,0.7121366307,0.7138531259,0.8402856645,0.8573439434,0.8717647058,-1960.643711,-1956.702023,-1952.705718,-1948.662718
0.7121366307,0.7138531259,0.715564851,0.8573439434,0.8717647058,0.8834654371,-1956.702023,-1952.705718,-1948.662718,-1944.581192
0.7138531259,0.715564851,0.7172717942,0.8717647058,0.8834654371,0.8923733765,-1952.705718,-1948.662718,-1944.581192,-1940.469528
0.715564851,0.7172717942,0.718973944,0.8834654371,0.8923733765,0.8984258922,-1948.662718,-1944.581192,-1940.469528,-1936.336303
0.7172717942,0.718973944,0.7206712887,0.8923733765,0.8984258922,0.9015708151,-1944.581192,-1940.469528,-1936.336303,-1932.190248
0.718973944,0.7206712887,0.7223638169,0.8984258922,0.9015708151,0.9017667316,-1940.469528,-1936.336303,-1932.190248,-1928.04022
0.7206712887,0.7223638169,0.7240515169,0.9015708151,0.9017667316,0.8989832327,-1936.336303,-1932.190248,-1928.04022,-1923.895167
0.7223638169,0.7240515169,0.7257343774,0.9017667316,0.8989832327,0.8932011189,-1932.190248,-1928.04022,-1923.895167,-1919.764095
0.7240515169,0.7257343774,0.7274123868,0.8989832327,0.8932011189,0.8844125588,-1928.04022,-1923.895167,-1919.764095,-1915.656033
0.7257343774,0.7274123868,0.7290855339,0.8932011189,0.8844125588,0.8726212017,-1923.895167,-1919.764095,-1915.656033,-1911.579998
0.7274123868,0.7290855339,0.7307538071,0.8844125588,0.8726212017,0.8578422426,-1919.764095,-1915.656033,-1911.579998,-1907.544964
0.7290855339,0.7307538071,0.7324171952,0.8726212017,0.8578422426,0.8401024397,-1915.656033,-1911.579998,-1907.544964,-1903.559822
0.7307538071,0.7324171952,0.7340756869,0.8578422426,0.8401024397,0.8194400833,-1911.579998,-1907.544964,-1903.559822,-1899.63335
0.7324171952,0.7340756869,0.7357292709,0.8401024397,0.8194400833,0.7959049166,-1907.544964,-1903.559822,-1899.63335,-1895.774177
0.7340756869,0.7357292709,0.737377936,0.8194400833,0.7959049166,0.7695580089,-1903.559822,-1899.63335,-1895.774177,-1891.990747
0.7357292709,0.737377936,0.7390216711,0.7959049166,0.7695580089,0.7404715802,-1899.63335,-1895.774177,-1891.990747,-1888.291289
0.737377936,0.7390216711,0.7406604649,0.7695580089,0.7404715802,0.7087287788,-1895.774177,-1891.990747,-1888.291289,-1884.683782
0.7390216711,0.7406604649,0.7422943065,0.7404715802,0.7087287788,0.6744234131,-1891.990747,-1888.291289,-1884.683782,-1881.175923
0.7406604649,0.7422943065,0.7439231846,0.7087287788,0.6744234131,0.6376596363,-1888.291289,-1884.683782,-1881.175923,-1877.775098
0.7422943065,0.7439231846,0.7455470884,0.6744234131,0.6376596363,0.5985515881,-1884.683782,-1881.175923,-1877.775098,-1874.488349
0.7439231846,0.7455470884,0.7471660067,0.6376596363,0.5985515881,0.5572229923,-1881.175923,-1877.775098,-1874.488349,-1871.322348
0.7455470884,0.7471660067,0.7487799287,0.5985515881,0.5572229923,0.5138067135,-1877.775098,-1874.488349,-1871.322348,-1868.283368
0.7471660067,0.7487799287,0.7503888434,0.5572229923,0.5138067135,0.4684442733,-1874.488349,-1871.322348,-1868.283368,-1865.377257
0.7487799287,0.7503888434,0.75199274,0.5138067135,0.4684442733,0.4212853287,-1871.322348,-1868.283368,-1865.377257,-1862.609416
0.7503888434,0.75199274,0.7535916075,0.4684442733,0.4212853287,0.3724871153,-1868.283368,-1865.377257,-1862.609416,-1859.984771
0.75199274,0.7535916075,0.7551854353,0.4212853287,0.3724871153,0.3222138554,-1865.377257,-1862.609416,-1859.984771,-1857.507759
0.7535916075,0.7551854353,0.7567742125,0.3724871153,0.3222138554,0.2706361363,-1862.609416,-1859.984771,-1857.507759,-1855.182302
0.7551854353,0.7567742125,0.7583579285,0.3222138554,0.2706361363,0.2179302588,-1859.984771,-1857.507759,-1855.182302,-1853.011795
0.7567742125,0.7583579285,0.7599365725,0.2706361363,0.2179302588,0.1642775599,-1857.507759,-1855.182302,-1853.011795,-1850.999089
0.7583579285,0.7599365725,0.7615101339,0.2179302588,0.1642775599,0.1098637126,-1855.182302,-1853.011795,-1850.999089,-1849.146478
0.7599365725,0.7615101339,0.763078602,0.1642775599,0.1098637126,0.05487800443,-1853.011795,-1850.999089,-1849.146478,-1847.455687
0.7615101339,0.763078602,0.7646419664,0.1098637126,0.05487800443,-0.0004874004157,-1850.999089,-1849.146478,-1847.455687,-1845.927865
0.763078602,0.7646419664,0.7662002164,0.05487800443,-0.0004874004157,-0.05603821426,-1849.146478,-1847.455687,-1845.927865,-1844.563579
0.7646419664,0.7662002164,0.7677533417,-0.0004874004157,-0.05603821426,-0.1115787897,-1847.455687,-1845.927865,-1844.563579,-1843.362809
0.7662002164,0.7677533417,0.7693013316,-0.05603821426,-0.1115787897,-0.1669128915,-1845.927865,-1844.563579,-1843.362809,-1842.324945
0.7677533417,0.7693013316,0.7708441759,-0.1115787897,-0.1669128915,-0.2218444734,-1844.563579,-1843.362809,-1842.324945,-1841.44879
0.7693013316,0.7708441759,0.7723818642,-0.1669128915,-0.2218444734,-0.2761784558,-1843.362809,-1842.324945,-1841.44879,-1840.732562
0.7708441759,0.7723818642,0.773914386,-0.2218444734,-0.2761784558,-0.3297215027,-1842.324945,-1841.44879,-1840.732562,-1840.173897
0.7723818642,0.773914386,0.7754417312,-0.2761784558,-0.3297215027,-0.382282792,-1841.44879,-1840.732562,-1840.173897,-1839.769862
0.773914386,0.7754417312,0.7769638894,-0.3297215027,-0.382282792,-0.4336747785,-1840.732562,-1840.173897,-1839.769862,-1839.516959
0.7754417312,0.7769638894,0.7784808505,-0.382282792,-0.4336747785,-0.4837139449,-1840.173897,-1839.769862,-1839.516959,-1839.411139
0.7769638894,0.7784808505,0.7799926043,-0.4336747785,-0.4837139449,-0.5322215376,-1839.769862,-1839.516959,-1839.411139,-1839.447818
0.7784808505,0.7799926043,0.7814991406,-0.4837139449,-0.5322215376,-0.5790242846,-1839.516959,-1839.411139,-1839.447818,-1839.621893
0.7799926043,0.7814991406,0.7830004493,-0.5322215376,-0.5790242846,-0.6239550921,-1839.411139,-1839.447818,-1839.621893,-1839.927757
0.7814991406,0.7830004493,0.7844965204,-0.5790242846,-0.6239550921,-0.6668537172,-1839.447818,-1839.621893,-1839.927757,-1840.359325
0.7830004493,0.7844965204,0.7859873438,-0.6239550921,-0.6668537172,-0.7075674132,-1839.621893,-1839.927757,-1840.359325,-1840.910053
0.7844965204,0.7859873438,0.7874729097,-0.6668537172,-0.7075674132,-0.7459515451,-1839.927757,-1840.359325,-1840.910053,-1841.572962
0.7859873438,0.7874729097,0.7889532079,-0.7075674132,-0.7459515451,-0.7818701724,-1840.359325,-1840.910053,-1841.572962,-1842.340666
0.7874729097,0.7889532079,0.7904282288,-0.7459515451,-0.7818701724,-0.8151965969,-1840.910053,-1841.572962,-1842.340666,-1843.205399
0.7889532079,0.7904282288,0.7918979623,-0.7818701724,-0.8151965969,-0.8458138732,-1841.572962,-1842.340666,-1843.205399,-1844.159045
0.7904282288,0.7918979623,0.7933623986,-0.8151965969,-0.8458138732,-0.8736152788,-1842.340666,-1843.205399,-1844.159045,-1845.193166
0.7918979623,0.7933623986,0.7948215281,-0.8458138732,-0.8736152788,-0.8985047432,-1843.205399,-1844.159045,-1845.193166,-1846.299037
0.7933623986,0.7948215281,0.7962753409,-0.8736152788,-0.8985047432,-0.9203972325,-1844.159045,-1845.193166,-1846.299037,-1847.467678
0.7948215281,0.7962753409,0.7977238274,-0.8985047432,-0.9203972325,-0.9392190894,-1845.193166,-1846.299037,-1847.467678,-1848.689888
0.7962753409,0.7977238274,0.7991669779,-0.9203972325,-0.9392190894,-0.9549083254,-1846.299037,-1847.467678,-1848.689888,-1849.956279
0.7977238274,0.7991669779,0.8006047828,-0.9392190894,-0.9549083254,-0.9674148658,-1847.467678,-1848.689888,-1849.956279,-1851.257314
0.7991669779,0.8006047828,0.8020372325,-0.9549083254,-0.9674148658,-0.9767007441,-1848.689888,-1849.956279,-1851.257314,-1852.583342
0.8006047828,0.8020372325,0.8034643174,-0.9674148658,-0.9767007441,-0.9827402477,-1849.956279,-1851.257314,-1852.583342,-1853.924634
0.8020372325,0.8034643174,0.8048860282,-0.9767007441,-0.9827402477,-0.9855200114,-1851.257314,-1852.583342,-1853.924634,-1855.271422
0.8034643174,0.8048860282,0.8063023553,-0.9827402477,-0.9855200114,-0.9850390603,-1852.583342,-1853.924634,-1855.271422,-1856.613934
0.8048860282,0.8063023553,0.8077132893,-0.9855200114,-0.9850390603,-0.9813088011,-1853.924634,-1855.271422,-1856.613934,-1857.942434
0.8063023553,0.8077132893,0.8091188209,-0.9850390603,-0.9813088011,-0.9743529618,-1855.271422,-1856.613934,-1857.942434,-1859.247255
0.8077132893,0.8091188209,0.8105189407,-0.9813088011,-0.9743529618,-0.9642074798,-1856.613934,-1857.942434,-1859.247255,-1860.51884
0.8091188209,0.8105189407,0.8119136395,-0.9743529618,-0.9642074798,-0.9509203398,-1857.942434,-1859.247255,-1860.51884,-1861.747774
0.8105189407,0.8119136395,0.813302908,-0.9642074798,-0.9509203398,-0.934551361,-1859.247255,-1860.51884,-1861.747774,-1862.924822
0.8119136395,0.813302908,0.8146867369,-0.9509203398,-0.934551361,-0.9151719351,-1860.51884,-1861.747774,-1862.924822,-1864.040964
0.813302908,0.8146867369,0.8160651172,-0.934551361,-0.9151719351,-0.8928647164,-1861.747774,-1862.924822,-1864.040964,-1865.087428
0.8146867369,0.8160651172,0.8174380397,-0.9151719351,-0.8928647164,-0.867723265,-1862.924822,-1864.040964,-1865.087428,-1866.055722
0.8160651172,0.8174380397,0.8188054953,-0.8928647164,-0.867723265,-0.8398516442,-1864.040964,-1865.087428,-1866.055722,-1866.937666
0.8174380397,0.8188054953,0.820167475,-0.867723265,-0.8398516442,-0.8093639754,-1865.087428,-1866.055722,-1866.937666,-1867.725423
0.8188054953,0.820167475,0.8215239698,-0.8398516442,-0.8093639754,-0.7763839503,-1866.055722,-1866.937666,-1867.725423,-1868.411527
0.820167475,0.8215239698,0.8228749708,-0.8093639754,-0.7763839503,-0.7410443039,-1866.937666,-1867.725423,-1868.411527,-1868.98891
0.8215239698,0.8228749708,0.8242204689,-0.7763839503,-0.7410443039,-0.7034862511,-1867.725423,-1868.411527,-1868.98891,-1869.450927
0.8228749708,0.8242204689,0.8255604555,-0.7410443039,-0.7034862511,-0.6638588872,-1868.411527,-1868.98891,-1869.450927,-1869.791383
0.8242204689,0.8255604555,0.8268949215,-0.7034862511,-0.6638588872,-0.622318557,-1868.98891,-1869.450927,-1869.791383,-1870.004549
0.8255604555,0.8268949215,0.8282238583,-0.6638588872,-0.622318557,-0.5790281947,-1869.450927,-1869.791383,-1870.004549,-1870.085186
0.8268949215,0.8282238583,0.8295472571,-0.622318557,-0.5790281947,-0.5341566366,-1869.791383,-1870.004549,-1870.085186,-1870.028561
0.8282238583,0.8295472571,0.8308651092,-0.5790281947,-0.5341566366,-0.4878779107,-1870.004549,-1870.085186,-1870.028561,-1869.830465
