vhod1-3,vhod1-2,vhod1-1,vhod2-3,vhod2-2,vhod2-1,izhod-3,izhod-2,izhod-1,izhod
-0.04456539979,-0.04511464677,-0.04565608799,0.2697091152,0.3077574769,0.3455880214,-635.459138,-635.053416,-634.573245,-634.0190372
-0.04511464677,-0.04565608799,-0.04618967258,0.3077574769,0.3455880214,0.3830821007,-635.053416,-634.573245,-634.0190372,-633.391442
-0.04565608799,-0.04618967258,-0.04671535002,0.3455880214,0.3830821007,0.4201208265,-634.573245,-634.0190372,-633.391442,-632.6913464
-0.04618967258,-0.04671535002,-0.0472330702,0.3830821007,0.4201208265,0.4565854719,-634.0190372,-633.391442,-632.6913464,-631.9198747
-0.04671535002,-0.0472330702,-0.04774278339,0.4201208265,0.4565854719,0.4923578757,-633.391442,-632.6913464,-631.9198747,-631.0783873
-0.0472330702,-0.04774278339,-0.04824444026,0.4565854719,0.4923578757,0.5273208469,-632.6913464,-631.9198747,-631.0783873,-630.1684789
-0.04774278339,-0.04824444026,-0.04873799184,0.4923578757,0.5273208469,0.5613585673,-631.9198747,-631.0783873,-630.1684789,-629.1919758
-0.04824444026,-0.04873799184,-0.04922338959,0.5273208469,0.5613585673,0.5943569932,-631.0783873,-630.1684789,-629.1919758,-628.150932
-0.04873799184,-0.04922338959,-0.04970058534,0.5613585673,0.5943569932,0.6262042516,-630.1684789,-629.1919758,-628.150932,-627.0476252
-0.04922338959,-0.04970058534,-0.05016953133,0.5943569932,0.6262042516,0.6567910322,-629.1919758,-628.150932,-627.0476252,-625.8845517
-0.04970058534,-0.05016953133,-0.0506301802,0.6262042516,0.6567910322,0.686010972,-628.150932,-627.0476252,-625.8845517,-624.6644203
-0.05016953133,-0.0506301802,-0.051082485,0.6567910322,0.686010972,0.7137610326,-627.0476252,-625.8845517,-624.6644203,-623.3901457
-0.0506301802,-0.051082485,-0.05152639916,0.686010972,0.7137610326,0.7399418671,-625.8845517,-624.6644203,-623.3901457,-622.0648412
-0.051082485,-0.05152639916,-0.05196187654,0.7137610326,0.7399418671,0.7644581772,-624.6644203,-623.3901457,-622.0648412,-620.6918105
-0.05152639916,-0.05196187654,-0.0523888714,0.7399418671,0.7644581772,0.7872190578,-623.3901457,-622.0648412,-620.6918105,-619.274539
-0.05196187654,-0.0523888714,-0.05280733841,0.7644581772,0.7872190578,0.8081383282,-622.0648412,-620.6918105,-619.274539,-617.8166843
-0.0523888714,-0.05280733841,-0.05321723266,0.7872190578,0.8081383282,0.8271348495,-620.6918105,-619.274539,-617.8166843,-616.3220663
-0.05280733841,-0.05321723266,-0.05361850965,0.8081383282,0.8271348495,0.8441328256,-619.274539,-617.8166843,-616.3220663,-614.7946562
-0.05321723266,-0.05361850965,-0.05401112531,0.8271348495,0.8441328256,0.8590620881,-617.8166843,-616.3220663,-614.7946562,-613.2385654
-0.05361850965,-0.05401112531,-0.05439503596,0.8441328256,0.8590620881,0.871858363,-616.3220663,-614.7946562,-613.2385654,-611.6580338
-0.05401112531,-0.05439503596,-0.05477019836,0.8590620881,0.871858363,0.8824635192,-614.7946562,-613.2385654,-611.6580338,-610.0574173
-0.05439503596,-0.05477019836,-0.05513656971,0.871858363,0.8824635192,0.8908257968,-613.2385654,-611.6580338,-610.0574173,-608.4411754
-0.05477019836,-0.05513656971,-0.05549410761,0.8824635192,0.8908257968,0.8969000152,-611.6580338,-610.0574173,-608.4411754,-606.8138577
-0.05513656971,-0.05549410761,-0.05584277009,0.8908257968,0.8969000152,0.9006477596,-610.0574173,-608.4411754,-606.8138577,-605.1800905
-0.05549410761,-0.05584277009,-0.05618251563,0.8969000152,0.9006477596,0.9020375463,-608.4411754,-606.8138577,-605.1800905,-603.544563
-0.05584277009,-0.05618251563,-0.05651330311,0.9006477596,0.9020375463,0.9010449642,-606.8138577,-605.1800905,-603.544563,-601.912013
-0.05618251563,-0.05651330311,-0.05683509188,0.9020375463,0.9010449642,0.897652794,-605.1800905,-603.544563,-601.912013,-600.2872127
-0.05651330311,-0.05683509188,-0.0571478417,0.9010449642,0.897652794,0.8918511034,-603.544563,-601.912013,-600.2872127,-598.674954
-0.05683509188,-0.0571478417,-0.05745151276,0.897652794,0.8918511034,0.8836373184,-601.912013,-600.2872127,-598.674954,-597.0800339
-0.0571478417,-0.05745151276,-0.05774606573,0.8918511034,0.8836373184,0.8730162696,-600.2872127,-598.674954,-597.0800339,-595.5072395
-0.05745151276,-0.05774606573,-0.05803146166,0.8836373184,0.8730162696,0.860000215,-598.674954,-597.0800339,-595.5072395,-593.9613335
-0.05774606573,-0.05803146166,-0.05830766211,0.8730162696,0.860000215,0.8446088371,-597.0800339,-595.5072395,-593.9613335,-592.4470388
-0.05803146166,-0.05830766211,-0.05857462903,0.860000215,0.8446088371,0.8268692154,-595.5072395,-593.9613335,-592.4470388,-590.9690243
-0.05830766211,-0.05857462903,-0.05883232485,0.8446088371,0.8268692154,0.8068157745,-593.9613335,-592.4470388,-590.9690243,-589.5318897
-0.05857462903,-0.05883232485,-0.05908071242,0.8268692154,0.8068157745,0.7844902073,-592.4470388,-590.9690243,-589.5318897,-588.1401514
-0.05883232485,-0.05908071242,-0.05931975508,0.8068157745,0.7844902073,0.7599413732,-590.9690243,-589.5318897,-588.1401514,-586.7982279
-0.05908071242,-0.05931975508,-0.05954941658,0.7844902073,0.7599413732,0.7332251734,-589.5318897,-588.1401514,-586.7982279,-585.5104258
-0.05931975508,-0.05954941658,-0.05976966116,0.7599413732,0.7332251734,0.704404401,-588.1401514,-586.7982279,-585.5104258,-584.280926
-0.05954941658,-0.05976966116,-0.05998045347,0.7332251734,0.704404401,0.6735485687,-586.7982279,-585.5104258,-584.280926,-583.1137702
-0.05976966116,-0.05998045347,-0.06018175867,0.704404401,0.6735485687,0.6407337132,-585.5104258,-584.280926,-583.1137702,-582.0128481
-0.05998045347,-0.06018175867,-0.06037354235,0.6735485687,0.6407337132,0.6060421777,-584.280926,-583.1137702,-582.0128481,-580.9818843
-0.06018175867,-0.06037354235,-0.06055577055,0.6407337132,0.6060421777,0.5695623727,-583.1137702,-582.0128481,-580.9818843,-580.0244269
-0.06037354235,-0.06055577055,-0.0607284098,0.6060421777,0.5695623727,0.5313885161,-582.0128481,-580.9818843,-580.0244269,-579.1438351
-0.06055577055,-0.0607284098,-0.06089142708,0.5695623727,0.5313885161,0.4916203532,-580.9818843,-580.0244269,-579.1438351,-578.3432687
-0.0607284098,-0.06089142708,-0.06104478982,0.5313885161,0.4916203532,0.4503628584,-580.0244269,-579.1438351,-578.3432687,-577.6256773
-0.06089142708,-0.06104478982,-0.06118846594,0.4916203532,0.4503628584,0.4077259182,-579.1438351,-578.3432687,-577.6256773,-576.9937909
-0.06104478982,-0.06118846594,-0.06132242383,0.4503628584,0.4077259182,0.3638239973,-578.3432687,-577.6256773,-576.9937909,-576.4501102
-0.06118846594,-0.06132242383,-0.06144663233,0.4077259182,0.3638239973,0.3187757894,-577.6256773,-576.9937909,-576.4501102,-575.9968985
-0.06132242383,-0.06144663233,-0.06156106077,0.3638239973,0.3187757894,0.2727038524,-576.9937909,-576.4501102,-575.9968985,-575.636174
-0.06144663233,-0.06156106077,-0.06166567894,0.3187757894,0.2727038524,0.2257342312,-576.4501102,-575.9968985,-575.636174,-575.3697025
-0.06156106077,-0.06166567894,-0.06176045711,0.2727038524,0.2257342312,0.1779960672,-575.9968985,-575.636174,-575.3697025,-575.1989918
-0.06166567894,-0.06176045711,-0.06184536602,0.2257342312,0.1779960672,0.1296211976,-575.636174,-575.3697025,-575.1989918,-575.1252855
-0.06176045711,-0.06184536602,-0.06192037691,0.1779960672,0.1296211976,0.08074374509,-575.3697025,-575.1989918,-575.1252855,-575.1495591
-0.06184536602,-0.06192037691,-0.06198546148,0.1296211976,0.08074374509,0.03149969845,-575.1989918,-575.1252855,-575.1495591,-575.2725161
-0.06192037691,-0.06198546148,-0.0620405919,0.08074374509,0.03149969845,-0.01797351237,-575.1252855,-575.1495591,-575.2725161,-575.4945849
-0.06198546148,-0.0620405919,-0.06208574085,0.03149969845,-0.01797351237,-0.06753744748,-575.1495591,-575.2725161,-575.4945849,-575.815917
-0.0620405919,-0.06208574085,-0.06212088147,-0.01797351237,-0.06753744748,-0.1170530919,-575.2725161,-575.4945849,-575.815917,-576.2363859
-0.06208574085,-0.06212088147,-0.06214598739,-0.06753744748,-0.1170530919,-0.1663812927,-575.4945849,-575.815917,-576.2363859,-576.7555864
-0.06212088147,-0.06214598739,-0.06216103275,-0.1170530919,-0.1663812927,-0.2153831977,-575.815917,-576.2363859,-576.7555864,-577.3728359
-0.06214598739,-0.06216103275,-0.06216599213,-0.1663812927,-0.2153831977,-0.2639206929,-576.2363859,-576.7555864,-577.3728359,-578.0871753
-0.06216103275,-0.06216599213,-0.06216084065,-0.2153831977,-0.2639206929,-0.3118568386,-576.7555864,-577.3728359,-578.0871753,-578.8973715
-0.06216599213,-0.06216084065,-0.06214555387,-0.2639206929,-0.3118568386,-0.3590563021,-577.3728359,-578.0871753,-578.8973715,-579.8019207
-0.06216084065,-0.06214555387,-0.06212010789,-0.3118568386,-0.3590563021,-0.4053857844,-578.0871753,-578.8973715,-579.8019207,-580.7990526
-0.06214555387,-0.06212010789,-0.06208447927,-0.3590563021,-0.4053857844,-0.4507144426,-578.8973715,-579.8019207,-580.7990526,-581.8867349
-0.06212010789,-0.06208447927,-0.06203864507,-0.4053857844,-0.4507144426,-0.4949143025,-579.8019207,-580.7990526,-581.8867349,-583.0626795
-0.06208447927,-0.06203864507,-0.06198258285,-0.4507144426,-0.4949143025,-0.5378606631,-580.7990526,-581.8867349,-583.0626795,-584.3243486
-0.06203864507,-0.06198258285,-0.06191627067,-0.4949143025,-0.5378606631,-0.5794324907,-581.8867349,-583.0626795,-584.3243486,-585.6689624
-0.06198258285,-0.06191627067,-0.06183968707,-0.5378606631,-0.5794324907,-0.6195128006,-583.0626795,-584.3243486,-585.6689624,-587.093507
-0.06191627067,-0.06183968707,-0.06175281111,-0.5794324907,-0.6195128006,-0.6579890259,-584.3243486,-585.6689624,-587.093507,-588.5947435
-0.06183968707,-0.06175281111,-0.06165562233,-0.6195128006,-0.6579890259,-0.6947533722,-585.6689624,-587.093507,-588.5947435,-590.1692171
-0.06175281111,-0.06165562233,-0.06154810078,-0.6579890259,-0.6947533722,-0.7297031561,-587.093507,-588.5947435,-590.1692171,-591.8132677
-0.06165562233,-0.06154810078,-0.06143022703,-0.6947533722,-0.7297031561,-0.7627411275,-588.5947435,-590.1692171,-591.8132677,-593.5230407
-0.06154810078,-0.06143022703,-0.06130198211,-0.7297031561,-0.7627411275,-0.7937757743,-590.1692171,-591.8132677,-593.5230407,-595.2944982
-0.06143022703,-0.06130198211,-0.06116334759,-0.7627411275,-0.7937757743,-0.8227216073,-591.8132677,-593.5230407,-595.2944982,-597.1234314
-0.06130198211,-0.06116334759,-0.06101430554,-0.7937757743,-0.8227216073,-0.8494994263,-593.5230407,-595.2944982,-597.1234314,-599.0054732
-0.06116334759,-0.06101430554,-0.06085483852,-0.8227216073,-0.8494994263,-0.8740365652,-595.2944982,-597.1234314,-599.0054732,-600.9361108
-0.06101430554,-0.06085483852,-0.06068492961,-0.8494994263,-0.8740365652,-0.8962671157,-597.1234314,-599.0054732,-600.9361108,-602.9106999
-0.06085483852,-0.06068492961,-0.06050456239,-0.8740365652,-0.8962671157,-0.9161321282,-599.0054732,-600.9361108,-602.9106999,-604.9244778
-0.06068492961,-0.06050456239,-0.06031372096,-0.8962671157,-0.9161321282,-0.9335797907,-600.9361108,-602.9106999,-604.9244778,-606.9725785
-0.06050456239,-0.06031372096,-0.06011238991,-0.9161321282,-0.9335797907,-0.9485655838,-602.9106999,-604.9244778,-606.9725785,-609.0500469
-0.06031372096,-0.06011238991,-0.05990055437,-0.9335797907,-0.9485655838,-0.9610524115,-604.9244778,-606.9725785,-609.0500469,-611.1518534
-0.06011238991,-0.05990055437,-0.05967819996,-0.9485655838,-0.9610524115,-0.9710107075,-606.9725785,-609.0500469,-611.1518534,-613.2729094
-0.05990055437,-0.05967819996,-0.05944531282,-0.9610524115,-0.9710107075,-0.9784185179,-609.0500469,-611.1518534,-613.2729094,-615.4080824
-0.05967819996,-0.05944531282,-0.05920187959,-0.9710107075,-0.9784185179,-0.9832615568,-611.1518534,-613.2729094,-615.4080824,-617.5522111
-0.05944531282,-0.05920187959,-0.05894788745,-0.9784185179,-0.9832615568,-0.9855332391,-613.2729094,-615.4080824,-617.5522111,-619.7001212
-0.05920187959,-0.05894788745,-0.05868332407,-0.9832615568,-0.9855332391,-0.985234686,-615.4080824,-617.5522111,-619.7001212,-621.8466406
-0.05894788745,-0.05868332407,-0.05840817764,-0.9855332391,-0.985234686,-0.9823747063,-617.5522111,-619.7001212,-621.8466406,-623.9866145
-0.05868332407,-0.05840817764,-0.05812243689,-0.985234686,-0.9823747063,-0.9769697527,-619.7001212,-621.8466406,-623.9866145,-626.1149214
-0.05840817764,-0.05812243689,-0.05782609105,-0.9823747063,-0.9769697527,-0.9690438524,-621.8466406,-623.9866145,-626.1149214,-628.2264873
-0.05812243689,-0.05782609105,-0.05751912985,-0.9769697527,-0.9690438524,-0.958628513,-623.9866145,-626.1149214,-628.2264873,-630.3163017
-0.05782609105,-0.05751912985,-0.05720154356,-0.9690438524,-0.958628513,-0.9457626051,-626.1149214,-628.2264873,-630.3163017,-632.3794316
-0.05751912985,-0.05720154356,-0.05687332298,-0.958628513,-0.9457626051,-0.9304922197,-628.2264873,-630.3163017,-632.3794316,-634.411036
-0.05720154356,-0.05687332298,-0.0565344594,-0.9457626051,-0.9304922197,-0.9128705025,-630.3163017,-632.3794316,-634.411036,-636.4063804
-0.05687332298,-0.0565344594,-0.05618494466,-0.9304922197,-0.9128705025,-0.892957466,-632.3794316,-634.411036,-636.4063804,-638.3608501
-0.0565344594,-0.05618494466,-0.0558247711,-0.9128705025,-0.892957466,-0.8708197787,-634.411036,-636.4063804,-638.3608501,-640.269964
-0.05618494466,-0.0558247711,-0.0554539316,-0.892957466,-0.8708197787,-0.8465305332,-636.4063804,-638.3608501,-640.269964,-642.1293869
-0.0558247711,-0.0554539316,-0.05507241953,-0.8708197787,-0.8465305332,-0.8201689936,-638.3608501,-640.269964,-642.1293869,-643.9349421
-0.0554539316,-0.05507241953,-0.05468022883,-0.8465305332,-0.8201689936,-0.7918203235,-640.269964,-642.1293869,-643.9349421,-645.6826235
-0.05507241953,-0.05468022883,-0.05427735392,-0.8201689936,-0.7918203235,-0.7615752947,-642.1293869,-643.9349421,-645.6826235,-647.3686061
-0.05468022883,-0.05427735392,-0.05386378977,-0.7918203235,-0.7615752947,-0.7295299788,-643.9349421,-645.6826235,-647.3686061,-648.9892574
-0.05427735392,-0.05386378977,-0.05343953187,-0.7615752947,-0.7295299788,-0.6957854218,-645.6826235,-647.3686061,-648.9892574,-650.5411469
-0.05386378977,-0.05343953187,-0.05300457623,-0.7295299788,-0.6957854218,-0.6604473032,-647.3686061,-648.9892574,-650.5411469,-652.0210552
-0.05343953187,-0.05300457623,-0.05255891939,-0.6957854218,-0.6604473032,-0.623625581,-648.9892574,-650.5411469,-652.0210552,-653.4259831
-0.05300457623,-0.05255891939,-0.05210255842,-0.6604473032,-0.623625581,-0.5854341237,-650.5411469,-652.0210552,-653.4259831,-654.753159
-0.05255891939,-0.05210255842,-0.05163549089,-0.623625581,-0.5854341237,-0.5459903298,-652.0210552,-653.4259831,-654.753159,-656.0000462
-0.05210255842,-0.05163549089,-0.05115771494,-0.5854341237,-0.5459903298,-0.5054147379,-653.4259831,-654.753159,-656.0000462,-657.1643488
-0.05163549089,-0.05115771494,-0.0506692292,-0.5459903298,-0.5054147379,-0.4638306269,-654.753159,-656.0000462,-657.1643488,-658.2440177
-0.05115771494,-0.0506692292,-0.05017003284,-0.5054147379,-0.4638306269,-0.4213636087,-656.0000462,-657.1643488,-658.2440177,-659.2372551
-0.0506692292,-0.05017003284,-0.04966012557,-0.4638306269,-0.4213636087,-0.3781412148,-657.1643488,-658.2440177,-659.2372551,-660.1425179
-0.05017003284,-0.04966012557,-0.04913950761,-0.4213636087,-0.3781412148,-0.3342924774,-658.2440177,-659.2372551,-660.1425179,-660.9585213
-0.04966012557,-0.04913950761,-0.04860817972,-0.3781412148,-0.3342924774,-0.2899475082,-659.2372551,-660.1425179,-660.9585213,-661.6842409
-0.04913950761,-0.04860817972,-0.04806614318,-0.3342924774,-0.2899475082,-0.2452370735,-660.1425179,-660.9585213,-661.6842409,-662.3189135
-0.04860817972,-0.04806614318,-0.04751339981,-0.2899475082,-0.2452370735,-0.2002921704,-660.9585213,-661.6842409,-662.3189135,-662.862038
-0.04806614318,-0.04751339981,-0.04694995194,-0.2452370735,-0.2002921704,-0.155243603,-661.6842409,-662.3189135,-662.862038,-663.3133751
-0.04751339981,-0.04694995194,-0.04637580246,-0.2002921704,-0.155243603,-0.1102215611,-662.3189135,-662.862038,-663.3133751,-663.6729456
-0.04694995194,-0.04637580246,-0.04579095475,-0.155243603,-0.1102215611,-0.06535520264,-662.862038,-663.3133751,-663.6729456,-663.9410289
-0.04637580246,-0.04579095475,-0.04519541275,-0.1102215611,-0.06535520264,-0.02077224186,-663.3133751,-663.6729456,-663.9410289,-664.1181596
-0.04579095475,-0.04519541275,-0.04458918093,-0.06535520264,-0.02077224186,0.02340145674,-663.6729456,-663.9410289,-664.1181596,-664.2051242
-0.04519541275,-0.04458918093,-0.04397226427,-0.02077224186,0.02340145674,0.06704227587,-663.9410289,-664.1181596,-664.2051242,-664.2029565
-0.04458918093,-0.04397226427,-0.04334466828,0.02340145674,0.06704227587,0.1100292338,-664.1181596,-664.2051242,-664.2029565,-664.112932
-0.04397226427,-0.04334466828,-0.04270639903,0.06704227587,0.1100292338,0.1522443619,-664.2051242,-664.2029565,-664.112932,-663.9365625
-0.04334466828,-0.04270639903,-0.04205746309,0.1100292338,0.1522443619,0.1935730708,-664.2029565,-664.112932,-663.9365625,-663.6755887
-0.04270639903,-0.04205746309,-0.04139786757,0.1522443619,0.1935730708,0.2339045027,-664.112932,-663.9365625,-663.6755887,-663.3319733
-0.04205746309,-0.04139786757,-0.04072762011,0.1935730708,0.2339045027,0.2731318698,-663.9365625,-663.6755887,-663.3319733,-662.9078924
-0.04139786757,-0.04072762011,-0.04004672889,0.2339045027,0.2731318698,0.3111527773,-663.6755887,-663.3319733,-662.9078924,-662.4057271
-0.04072762011,-0.04004672889,-0.0393552026,0.2731318698,0.3111527773,0.34786953,-663.3319733,-662.9078924,-662.4057271,-661.8280536
-0.04004672889,-0.0393552026,-0.03865305046,0.3111527773,0.34786953,0.3831894211,-662.9078924,-662.4057271,-661.8280536,-661.1776339
-0.0393552026,-0.03865305046,-0.03794028226,0.34786953,0.3831894211,0.4170250027,-662.4057271,-661.8280536,-661.1776339,-660.4574048
-0.03865305046,-0.03794028226,-0.03721690826,0.3831894211,0.4170250027,0.4492943373,-661.8280536,-661.1776339,-660.4574048,-659.6704668
-0.03794028226,-0.03721690826,-0.0364829393,0.4170250027,0.4492943373,0.4799212288,-661.1776339,-660.4574048,-659.6704668,-658.8200732
-0.03721690826,-0.0364829393,-0.03573838671,0.4492943373,0.4799212288,0.5088354329,-660.4574048,-659.6704668,-658.8200732,-657.9096175
-0.0364829393,-0.03573838671,-0.03498326239,0.4799212288,0.5088354329,0.5359728458,-659.6704668,-658.8200732,-657.9096175,-656.9426216
-0.03573838671,-0.03498326239,-0.03421757873,0.5088354329,0.5359728458,0.5612756713,-658.8200732,-657.9096175,-656.9426216,-655.922723
-0.03498326239,-0.03421757873,-0.03344134868,0.5359728458,0.5612756713,0.5846925645,-657.9096175,-656.9426216,-655.922723,-654.8536619
-0.03421757873,-0.03344134868,-0.03265458569,0.5612756713,0.5846925645,0.6061787537,-656.9426216,-655.922723,-654.8536619,-653.7392681
-0.03344134868,-0.03265458569,-0.03185730377,0.5846925645,0.6061787537,0.6256961378,-655.922723,-654.8536619,-653.7392681,-652.5834478
-0.03265458569,-0.03185730377,-0.03104951743,0.6061787537,0.6256961378,0.643213361,-654.8536619,-653.7392681,-652.5834478,-651.3901696
-0.03185730377,-0.03104951743,-0.03023124172,0.6256961378,0.643213361,0.658705863,-653.7392681,-652.5834478,-651.3901696,-650.1634516
-0.03104951743,-0.03023124172,-0.02940249223,0.643213361,0.658705863,0.6721559065,-652.5834478,-651.3901696,-650.1634516,-648.9073473
-0.03023124172,-0.02940249223,-0.02856328505,0.658705863,0.6721559065,0.6835525796,-651.3901696,-650.1634516,-648.9073473,-647.625932
-0.02940249223,-0.02856328505,-0.02771363681,0.6721559065,0.6835525796,0.6928917755,-650.1634516,-648.9073473,-647.625932,-646.3232893
-0.02856328505,-0.02771363681,-0.02685356468,0.6835525796,0.6928917755,0.7001761479,-648.9073473,-647.625932,-646.3232893,-645.0034977
-0.02771363681,-0.02685356468,-0.02598308634,0.6928917755,0.7001761479,0.7054150437,-647.625932,-646.3232893,-645.0034977,-643.6706169
-0.02685356468,-0.02598308634,-0.02510222,0.7001761479,0.7054150437,0.7086244122,-646.3232893,-645.0034977,-643.6706169,-642.3286747
-0.02598308634,-0.02510222,-0.02421098438,0.7054150437,0.7086244122,0.7098266925,-645.0034977,-643.6706169,-642.3286747,-640.9816543
-0.02510222,-0.02421098438,-0.02330939876,0.7086244122,0.7098266925,0.7090506779,-643.6706169,-642.3286747,-640.9816543,-639.6334811
-0.02421098438,-0.02330939876,-0.02239748292,0.7098266925,0.7090506779,0.7063313592,-642.3286747,-640.9816543,-639.6334811,-638.2880109
-0.02330939876,-0.02239748292,-0.02147525716,0.7090506779,0.7063313592,0.701709748,-640.9816543,-639.6334811,-638.2880109,-636.9490171
-0.02239748292,-0.02147525716,-0.02054274231,0.7063313592,0.701709748,0.6952326781,-639.6334811,-638.2880109,-636.9490171,-635.62018
-0.02147525716,-0.02054274231,-0.01959995973,0.701709748,0.6952326781,0.6869525897,-638.2880109,-636.9490171,-635.62018,-634.3050747
-0.02054274231,-0.01959995973,-0.01864693129,0.6952326781,0.6869525897,0.6769272933,-636.9490171,-635.62018,-634.3050747,-633.0071609
-0.01959995973,-0.01864693129,-0.01768367939,0.6869525897,0.6769272933,0.665219717,-635.62018,-634.3050747,-633.0071609,-631.7297725
-0.01864693129,-0.01768367939,-0.01671022695,0.6769272933,0.665219717,0.6518976373,-634.3050747,-633.0071609,-631.7297725,-630.4761079
-0.01768367939,-0.01671022695,-0.0157265974,0.665219717,0.6518976373,0.6370333942,-633.0071609,-631.7297725,-630.4761079,-629.2492209
-0.01671022695,-0.0157265974,-0.0147328147,0.6518976373,0.6370333942,0.6207035913,-631.7297725,-630.4761079,-629.2492209,-628.0520122
-0.0157265974,-0.0147328147,-0.01372890334,0.6370333942,0.6207035913,0.6029887836,-630.4761079,-629.2492209,-628.0520122,-626.8872213
-0.0147328147,-0.01372890334,-0.01271488829,0.6207035913,0.6029887836,0.5839731529,-629.2492209,-628.0520122,-626.8872213,-625.7574197
-0.01372890334,-0.01271488829,-0.01169079509,0.6029887836,0.5839731529,0.5637441716,-628.0520122,-626.8872213,-625.7574197,-624.6650037
-0.01271488829,-0.01169079509,-0.01065664975,0.5839731529,0.5637441716,0.5423922577,-626.8872213,-625.7574197,-624.6650037,-623.6121892
-0.01169079509,-0.01065664975,-0.009612478816,0.5637441716,0.5423922577,0.5200104214,-625.7574197,-624.6650037,-623.6121892,-622.6010058
-0.01065664975,-0.009612478816,-0.008558309355,0.5423922577,0.5200104214,0.4966939043,-624.6650037,-623.6121892,-622.6010058,-621.6332929
-0.009612478816,-0.008558309355,-0.007494168939,0.5200104214,0.4966939043,0.4725398132,-623.6121892,-622.6010058,-621.6332929,-620.7106958
-0.008558309355,-0.007494168939,-0.006420085655,0.4966939043,0.4725398132,0.4476467493,-622.6010058,-621.6332929,-620.7106958,-619.8346625
-0.007494168939,-0.006420085655,-0.005336088105,0.4725398132,0.4476467493,0.4221144351,-621.6332929,-620.7106958,-619.8346625,-619.0064419
-0.006420085655,-0.005336088105,-0.004242205401,0.4476467493,0.4221144351,0.3960433389,-620.7106958,-619.8346625,-619.0064419,-618.2270819
-0.005336088105,-0.004242205401,-0.003138467166,0.4221144351,0.3960433389,0.3695342996,-619.8346625,-619.0064419,-618.2270819,-617.4974287
-0.004242205401,-0.003138467166,-0.002024903535,0.3960433389,0.3695342996,0.3426881528,-619.0064419,-618.2270819,-617.4974287,-616.8181271
-0.003138467166,-0.002024903535,-0.0009015451497,0.3695342996,0.3426881528,0.3156053589,-618.2270819,-617.4974287,-616.8181271,-616.189621
-0.002024903535,-0.0009015451497,0.0002315768388,0.3426881528,0.3156053589,0.2883856355,-617.4974287,-616.8181271,-616.189621,-615.612155
-0.0009015451497,0.0002315768388,0.001374430773,0.3156053589,0.2883856355,0.2611275951,-616.8181271,-616.189621,-615.612155,-615.0857765
0.0002315768388,0.001374430773,0.002526984487,0.2883856355,0.2611275951,0.2339283888,-616.189621,-615.612155,-615.0857765,-614.6103388
0.001374430773,0.002526984487,0.003689205313,0.2611275951,0.2339283888,0.2068833585,-615.612155,-615.0857765,-614.6103388,-614.1855044
0.002526984487,0.003689205313,0.004861060077,0.2339283888,0.2068833585,0.180085698,-615.0857765,-614.6103388,-614.1855044,-613.8107499
0.003689205313,0.004861060077,0.006042515102,0.2068833585,0.180085698,0.1536261235,-614.6103388,-614.1855044,-613.8107499,-613.4853701
0.004861060077,0.006042515102,0.007233536209,0.180085698,0.1536261235,0.127592557,-614.1855044,-613.8107499,-613.4853701,-613.2084843
0.006042515102,0.007233536209,0.00843408872,0.1536261235,0.127592557,0.1020698214,-613.8107499,-613.4853701,-613.2084843,-612.9790424
0.007233536209,0.00843408872,0.009644137454,0.127592557,0.1020698214,0.07713934904,-613.4853701,-613.2084843,-612.9790424,-612.7958313
0.00843408872,0.009644137454,0.01086364673,0.1020698214,0.07713934904,0.05287890587,-613.2084843,-612.9790424,-612.7958313,-612.6574826
0.009644137454,0.01086364673,0.01209258038,0.07713934904,0.05287890587,0.02936233027,-612.9790424,-612.7958313,-612.6574826,-612.5624802
0.01086364673,0.01209258038,0.01333090173,0.05287890587,0.02936233027,0.006659289057,-612.7958313,-612.6574826,-612.5624802,-612.5091689
0.01209258038,0.01333090173,0.01457857361,0.02936233027,0.006659289057,-0.01516494933,-612.6574826,-612.5624802,-612.5091689,-612.4957631
0.01333090173,0.01457857361,0.01583555836,0.006659289057,-0.01516494933,-0.03604972344,-612.5624802,-612.5091689,-612.4957631,-612.5203558
0.01457857361,0.01583555836,0.01710181782,-0.01516494933,-0.03604972344,-0.05593916849,-612.5091689,-612.4957631,-612.5203558,-612.5809287
0.01583555836,0.01710181782,0.01837731336,-0.03604972344,-0.05593916849,-0.07478238659,-612.4957631,-612.5203558,-612.5809287,-612.6753616
0.01710181782,0.01837731336,0.01966200583,-0.05593916849,-0.07478238659,-0.09253359679,-612.5203558,-612.5809287,-612.6753616,-612.8014427
0.01837731336,0.01966200583,0.02095585562,-0.07478238659,-0.09253359679,-0.1091522646,-612.5809287,-612.6753616,-612.8014427,-612.9568797
0.01966200583,0.02095585562,0.0222588226,-0.09253359679,-0.1091522646,-0.1246032106,-612.6753616,-612.8014427,-612.9568797,-613.1393096
0.02095585562,0.0222588226,0.02357086619,-0.1091522646,-0.1246032106,-0.1388566974,-612.8014427,-612.9568797,-613.1393096,-613.3463104
0.0222588226,0.02357086619,0.0248919453,-0.1246032106,-0.1388566974,-0.1518884956,-612.9568797,-613.1393096,-613.3463104,-613.5754116
0.02357086619,0.0248919453,0.02622201837,-0.1388566974,-0.1518884956,-0.1636799275,-613.1393096,-613.3463104,-613.5754116,-613.8241054
